city,name,address,rating,reviews_count,phone,website,business_type,hours,latitude,longitude,place_id,scraped_at
"Berlin, Germany",Car motorcycles AMT,"Waidmannsluster Damm 7A, 13507 Berlin, Germany",4.6,83,+49 30 43732997,https://auto-motortechnik.de/,Auto repair shop,Closed ⋅ Opens 8 AM Mon,52.5953903,13.2843141,ChIJJ1STf15UqEcRLgBaQC9xpAU,2025-10-25T02:56:54.080886
"Berlin, Germany",Louis Berlin-Reinickendorf - Motorradbekleidung und Motorradzubehör,"Holzhauser Str. 148/152, 13509 Berlin, Germany",4.6,2796,+49 30 41109600,https://www.louis.de/filialen/louis-berlin-reinickendorf,Motorcycle parts store,Closed ⋅ Opens 9 AM,52.5849263,13.3127848,ChIJBZe5IIhTqEcRHv33gtTgg4I,2025-10-25T02:56:54.706599
"Berlin, Germany",Lobo Bikes autorisierter Indian Motorcycles Dealer Berlin Brandenburg,"Hansastraße 239, 13051 Berlin, Germany",4.8,110,+49 30 96205163,https://www.lobobikes.de/,Motorcycle shop,Closed ⋅ Opens 10 AM,52.5609906,13.4979778,ChIJEeTIlU5MqEcRVWJOCFcZn58,2025-10-25T02:56:54.706618
"Berlin, Germany",Zweirad-Shop Cintula,"Tempelhofer Weg 3, 12099 Berlin, Germany",4.5,344,+49 30 7518566,http://www.cintula-honda.com/,Motorcycle shop,Closed ⋅ Opens 9 AM,52.4601863,13.419718699999999,ChIJ6SMRK49PqEcR6vvYTkvie2o,2025-10-25T02:56:54.706621
"Berlin, Germany",Bandit Helmets,"Darwinstraße 2, 10589 Berlin, Germany",4.4,89,+49 30 30099680,http://www.bandit.de/,Motorcycle parts store,Closed ⋅ Opens 10 AM Mon,52.520973999999995,13.3148286,ChIJD1xeexhRqEcRXfy1xEgVa8A,2025-10-25T02:56:54.706626
"Berlin, Germany",Louis Berlin Schöneweide - Motorradbekleidung und Motorradzubehör,"Schnellerstraße 20g, 12439 Berlin, Germany",4.6,1154,+49 30 921003910,https://www.louis.de/filialen/louis-berlin-schoeneweide,Motorcycle parts store,Closed ⋅ Opens 9 AM,52.4581008,13.5057716,ChIJIR_U07NIqEcRwOar1JG7MBA,2025-10-25T02:56:54.706629
"Berlin, Germany",Bischoff's motorcycle - Shop,"Oraniendamm 49-50, 13469 Berlin, Germany",4.5,350,+49 30 3069880,http://www.bischoffsmotorservice.de/,Motorcycle repair shop,Closed ⋅ Opens 10 AM,52.6099404,13.3199641,ChIJZVOKX9NWqEcRd60zLpO75Tg,2025-10-25T02:56:54.706634
"Berlin, Germany",AME Custom-Bikes,"Blücherstraße 31, 10961 Berlin, Germany",3.4,31,+49 30 6934044,https://www.ame-custom-bike.de/,Motorcycle repair shop,Closed ⋅ Opens 10 AM,52.4916169,13.4029641,ChIJQ8nV_dBPqEcRxmQRd6hpZhU,2025-10-25T02:56:54.706637
"Berlin, Germany",DSB BERLIN,"Alt-Friedrichsfelde 65c, 10315 Berlin, Germany",4.5,206,+49 30 51656900,http://www.dsb-berlin.de/,Motorcycle repair shop,Closed ⋅ Opens 10 AM,52.5105161,13.5352632,ChIJDZZHQUlJqEcRJuh39ZUWm1Y,2025-10-25T02:56:54.706639
"Berlin, Germany",Motorradwerkstatt Einzylinder,"Kanalstraße 7/Gebäude 4, 12357 Berlin, Germany",4.5,148,+49 15678 698862,http://www.einzylinder.eu/,Motorcycle repair shop,Closed ⋅ Opens 10 AM,52.4318214,13.4972216,ChIJR4-n1CFHqEcR9w02c2Z8ecM,2025-10-25T02:56:54.706641
"Berlin, Germany",Craftwerk Berlin,"Josef-Orlopp-Straße 56, 10365 Berlin, Germany",4.8,165,N/A,http://www.craftwerk.berlin/,Motorcycle repair shop,Closed ⋅ Opens 12 PM,52.5226161,13.4874387,ChIJB9iMJeRPqEcRKLzWTCcFpzQ,2025-10-25T02:56:54.706644
"Berlin, Germany",mykettenkit.de,"Tempelhofer Weg 10, 12099 Berlin, Germany",4.6,254,+49 30 72023167,https://www.mykettenkit.de/,Motorcycle parts store,Closed ⋅ Opens 12 PM Mon,52.458192499999996,13.4214176,ChIJH6SFmIhPqEcR4t-4hlFoegg,2025-10-25T02:56:54.706647
"Berlin, Germany",Roller-Kimo,"Naumburger Str. 4, 12057 Berlin, Germany",4.9,7,N/A,N/A,Motorcycle repair shop,N/A,52.465938799999996,13.4464492,ChIJa0pxKgBPqEcRvy4MFAzTRJE,2025-10-25T02:56:54.706650
"Berlin, Germany",GOVECS SERVICE Berlin,"Fürstenbrunner Weg 8, 14059 Berlin, Germany",4.5,167,+49 30 25765876,http://support.govecs.com/,Electric motor scooter dealer,N/A,52.519337199999995,13.2805168,ChIJGZ9jqEVQqEcRR4D3UfEqa_A,2025-10-25T02:56:54.706652
"Berlin, Germany",Black-Twin-Bikes,"Kitzingstraße 2-6, 12277 Berlin, Germany",5,4,+49 160 5554825,http://black-twin-bikes.com/,Motorcycle repair shop,N/A,52.4328,13.37551,ChIJgTWhLjdFqEcRd5RqCNWCKdM,2025-10-25T02:56:54.706655
"Berlin, Germany",Chopper & Scooter,"Konrad-Wolf-Straße 97, 13055 Berlin, Germany",4.8,124,+49 30 98601490,https://www.chopper-scooter.berlin/,Motor scooter dealer,Closed ⋅ Opens 12 PM Mon,52.5413183,13.4875432,ChIJ25HPhS5MqEcRbuV5GoxxQr0,2025-10-25T02:56:54.706657
"Berlin, Germany",Strassenmeister Motorcycles,"Adlergestell 351, 12489 Berlin, Germany",4.7,77,+49 30 85011842,http://www.strassenmeister.net/,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,52.4279565,13.556091299999999,ChIJ0fnfHr5IqEcRL9tXpdyZ2Ls,2025-10-25T02:56:54.706659
"Berlin, Germany",Jets-Ultraschall Berlin,"Kanalstraße 5A, 12357 Berlin, Germany",4.7,18,+49 177 3739744,N/A,Motorcycle repair shop,N/A,52.432611599999994,13.4973929,ChIJZ3LZ1DJQqEcRc_yzhR_a3rw,2025-10-25T02:56:54.706662
"Munich, Germany",Motorradservice Pasing,"Planegger Str. 43, 81241 München, Germany",4.9,215,+49 89 88919942,http://www.motorradservice-pasing.de/,Motorcycle repair shop,Closed ⋅ Opens 8 AM Mon,48.1417438,11.4566024,ChIJI8qUCQbYnUcRUXda6LcXx0A,2025-10-25T02:56:57.327053
"Munich, Germany",blackbean-motorcycles,"Sigmund-Riefler-Bogen 10, 81829 München, Germany",5,34,+49 1512 6995959,http://blackbean-motorcycles.com/,Motorcycle repair shop,N/A,48.135429599999995,11.712212,ChIJG4eBB2QKnkcRT96oUaLg7Os,2025-10-25T02:56:57.327065
"Munich, Germany",Motocycler oHG,"Pasinger Str. 90, 82166 Gräfelfing, Germany",4.9,265,+49 89 8593953,http://www.motocycler.de/,Motorcycle repair shop,Closed ⋅ Opens 10 AM,48.1245555,11.447630499999999,ChIJ8-ilriPYnUcRa26jxMjpq9o,2025-10-25T02:56:57.327069
"Munich, Germany",Gering Cycles,"Ponkratzstraße 56, 80995 München, Germany",4.5,158,+49 89 43519733,https://gering-cycles.de/,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,48.2133008,11.530770799999999,ChIJGUvcSPbfnUcRCwHU0bsc91U,2025-10-25T02:56:57.327072
"Munich, Germany",rumfordstrasse,"Rumfordstraße 16, 80469 München, Germany",5,2,+49 89 28655453,http://rumfordstrasse.de/kontakt/kontakt.html,Motorcycle repair shop,N/A,48.1333049,11.5773832,ChIJ8ZE6yGHfnUcR9YFh2lzuH4U,2025-10-25T02:56:57.327074
"Munich, Germany",Mobile Zweiradwerkstatt München,"Großhaderner Str. 29, 81375 München, Germany",4.2,49,+49 176 23909427,https://mobile-zweiradwerkstatt.de/,Motorcycle repair shop,Closed ⋅ Opens 10 AM,48.1197156,11.4804933,ChIJ47RDErB1nkcRRp6Qz1hvEhg,2025-10-25T02:56:57.327077
"Munich, Germany",Motoradtechnik Munich Ernst Teichmann,"Schießstättstraße 29, 80339 München, Germany",4.8,16,+49 89 506363,https://motorradtechnik-muenchen.jimdofree.com/,Motorcycle repair shop,Closed ⋅ Opens 4 PM Mon,48.1351314,11.545810699999999,ChIJO6Y-HqvYnUcRKzhbpcc4uEI,2025-10-25T02:56:57.327080
"Munich, Germany",motorradmuc,"Paulsdorfferstraße 36, 81549 München, Germany",4.7,163,+49 89 66011211,http://motorradmuc.de/,Motorcycle repair shop,Closed ⋅ Opens 4 PM Mon,48.1042919,11.6030461,ChIJNZt6GrvfnUcRgLFuAzNklbo,2025-10-25T02:56:57.327082
"Munich, Germany",Simsondoktor - Simson Service München,"Sulzbeckstraße 21, 80689 München, Germany",4.5,61,+49 179 8892809,http://simsondoktor.de/index.htm,Motorcycle repair shop,Closed ⋅ Opens 12 PM Mon,48.1332065,11.4852005,ChIJ2ZwRRlXYnUcRcFLZ-S_4wW8,2025-10-25T02:56:57.327084
"Munich, Germany",AS Racing Performance GmbH,"Raucheneggerstraße 3, 81245 München, Germany",5,110,+49 1573 8524346,https://www.asracing.de/,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,48.1485663,11.4697597,ChIJFXqfIEh3nkcR1p5i7AO6Ig4,2025-10-25T02:56:57.327087
"Munich, Germany",Munich Oldtimerservice,"Sundergaustraße 138, 81739 München, Germany",4.3,45,N/A,N/A,Motorcycle repair shop,Closed ⋅ Opens 8:30 AM Mon,48.084306899999994,11.663686799999999,ChIJFeME6_XgnUcR0pl34YgkYHA,2025-10-25T02:56:57.327090
"Munich, Germany",MIB Custom,"Pflaumstraße 8, 80995 München, Germany",4.2,47,N/A,N/A,Motorcycle repair shop,Closed ⋅ Opens 10 AM,48.2179639,11.5306261,ChIJM7XDsoXfnUcReUhNM868PFc,2025-10-25T02:56:57.327092
"Munich, Germany",Motorcycles Wimmer Herbert,"Wilhelm-Hale-Straße 53, 80639 München, Germany",4.3,17,+49 89 161574,http://www.moto-wimmer-bmw.de/,Motorcycle repair shop,N/A,48.148874899999996,11.519734,ChIJUz7vmCR2nkcRG38zWOzCRGU,2025-10-25T02:56:57.327095
"Munich, Germany",Spätzünder Motorradbekleidung München,"Auerfeldstraße 27, 81541 München, Germany",4.9,714,+49 89 48952614,https://www.spaetzuender.de/,Motorcycle parts store,Closed ⋅ Opens 10 AM,48.124184899999996,11.5961565,ChIJ7wQxn4LfnUcR3-F7gU0LIHY,2025-10-25T02:56:57.327097
"Munich, Germany",StandUp Motors,"Weißenseestraße 79, 81539 München, Germany",5,1,+49 176 24906317,N/A,Motorcycle repair shop,N/A,48.1080451,11.582267199999999,ChIJhTQT34jgnUcRpt31NBXmCjE,2025-10-25T02:56:57.327100
"Munich, Germany",STENZ MOTO,"Robert-Koch-Straße 2, 82152 Planegg, Germany",5,1,N/A,N/A,Motorcycle repair shop,Closed ⋅ Opens 10 AM Mon,48.109269399999995,11.4322131,ChIJx0TEHkfZnUcRkHe_l89MrEs,2025-10-25T02:56:57.327102
"Munich, Germany",Satanic Mechanic,"Schweigerstraße 6, 81541 München, Germany",1,1,+49 89 62509250,http://satanicmechanic.org/,Motorcycle repair shop,N/A,48.127322199999995,11.581609,ChIJOwcq7mTfnUcRw8CX2CUIoTg,2025-10-25T02:56:57.327105
"Munich, Germany",Motorland Motorrad Service GmbH,"Thalkirchner Str. 66-68, 80337 München, Germany",4.7,84,+49 89 5438039,N/A,Motorcycle dealer,Closed ⋅ Opens 11 AM Wed,48.1267357,11.562859099999999,ChIJjWyWRlvfnUcRx3qTWLyviaM,2025-10-25T02:56:57.327107
"Munich, Germany",Motorrad Service Heinz Tschinkel,"Grasbrunner Weg 5, 85662 Hohenbrunn, Germany",4.6,30,+49 8102 71444,http://www.motorrad-tschinkel.de/,Motorcycle repair shop,Closed ⋅ Opens 10 AM,48.0507,11.706909999999999,ChIJ2X9Rfk_hnUcR_4nQkW4XmPo,2025-10-25T02:56:57.327110
"Munich, Germany",Workshop for bicycle mechanics e.V.,"Planegger Str. 125, 81241 München, Germany",4.7,133,+49 89 8292172,http://www.wfz-muenchen.de/,Motorcycle repair shop,Closed ⋅ Opens 8:30 AM Mon,48.134581499999996,11.452482199999999,ChIJ2-TNMfi0H7ARNDk_MElQvWg,2025-10-25T02:56:57.327112
"Munich, Germany",Oldtimer Station München,"Moosburger Str. 7, 80993 München, Germany",4.8,14,+49 174 3455193,http://www.oldtimerstation.de/,Motorcycle dealer,N/A,48.184342,11.5088979,ChIJ_Z950AN3nkcRMj6nfsLpKbo,2025-10-25T02:56:57.946872
"Munich, Germany",Fahrrad Werkzeug,"Münchner Str. 8, 85609 Aschheim, Germany",N/A,0,N/A,N/A,Motorcycle repair shop,Open 24 hours,48.1708747,11.7146067,ChIJiZi6UG8LnkcR-0cjR9K-VZA,2025-10-25T02:56:57.946876
"Munich, Germany",Bike Station,"Schleißheimer Str. 151, 80797 München, Germany",4.7,153,+49 89 30764469,N/A,Bicycle repair shop,Closed ⋅ Opens 9 AM,48.1651838,11.5643254,ChIJV7ifxdl1nkcRHIS1gdfh5JI,2025-10-25T02:56:57.946879
"Munich, Germany",Körner Motobikes,"Siemensstraße 24, 85521 Ottobrunn, Germany",4.7,235,+49 89 6087890,http://koerner-motobikes.de/,Motorcycle repair shop,Closed ⋅ Opens 9 AM,48.0644965,11.649451899999999,ChIJ93afnL_gnUcRuUzSRroQOto,2025-10-25T02:56:57.946882
"Munich, Germany",Lucky Bike,"Maria-Probst-Straße 15, 80939 München, Germany",4.5,1270,+49 89 31699403,https://www.lucky-bike.de/fahrrad-muenchen/,Bicycle Shop,Closed ⋅ Opens 10 AM,48.193176699999995,11.5906861,ChIJb1WWYhV0nkcRC70n1zohP80,2025-10-25T02:56:57.946886
"Munich, Germany",Vesbar,"Maistraße 49, 80337 München, Germany",4.8,168,+49 89 60087024,http://vesbar.de/,Motorcycle repair shop,Closed ⋅ Opens 10 AM,48.1272336,11.5617082,ChIJFfm-IlvfnUcRjUkTnIqtugw,2025-10-25T02:56:57.946889
"Munich, Germany",Bike - Express,"Schleißheimer Str. 187/a, 80797 München, Germany",4.4,118,+49 176 44430076,N/A,Bicycle repair shop,Closed ⋅ Opens 10 AM,48.168900699999995,11.564542,ChIJ16cTE7N1nkcR6fyHpf_Vq8k,2025-10-25T02:56:57.946892
"Munich, Germany",Second BikeSports,"Theresienstraße 87, 80333 München, Germany",4.4,208,+49 89 95477491,http://www.second-bike-sports.de/,Bicycle Shop,Closed ⋅ Opens 11 AM,48.151764199999995,11.5613669,ChIJZyt1reZ1nkcRp_eLwGyPbjc,2025-10-25T02:56:57.946895
"Munich, Germany",Second Hand Sports,"Nymphenburger Str. 25, 80335 München, Germany",4.4,522,+49 89 597074,http://www.secondhandsports.de/,Bicycle Shop,Closed ⋅ Opens 11 AM,48.14792,11.553659999999999,ChIJvXZ9o-J1nkcR2axfenBg5aA,2025-10-25T02:56:57.946898
"Munich, Germany",Moto Spot Munich,"Landsberger Str. 234, 80687 München, Germany",4.9,110,+49 89 54072179,http://motospotmuenchen.de/,Motorcycle dealer,Closed ⋅ Opens 10 AM,48.1424228,11.5113098,ChIJw6KK3id2nkcRPqAolw-ALzY,2025-10-25T02:56:57.946901
"Munich, Germany",KTM München Süd,"Josef-Doll-Straße 2, 82061 Neuried, Germany",4.3,222,+49 89 75080116,http://ktmmuenchen.de/,Motorcycle repair shop,Closed ⋅ Opens 10 AM,48.0882414,11.455731499999999,ChIJ52nhIBDZnUcR0LpOE7_9spo,2025-10-25T02:56:57.946904
"Munich, Germany",Lucky Bike Munich West,"Stockacher Str. 5, 81243 München, Germany",4.6,856,+49 89 83969700,https://www.lucky-bike.de/fahrrad-muenchen-pasing/,Bicycle Shop,Closed ⋅ Opens 10 AM,48.1501478,11.442381899999999,ChIJ70c5zwB4nkcRzmc1mE-USbw,2025-10-25T02:56:57.946907
"Munich, Germany",Bike Schmiede München,"St.-Anna-Straße 18, 80538 München, Germany",4.5,53,+49 89 229020,http://www.bikeschmiede.de/,Bicycle Shop,Closed ⋅ Opens 10 AM,48.1396289,11.5872437,ChIJf9N0P491nkcRIOiPQRZFFV4,2025-10-25T02:56:57.946910
"Munich, Germany",Fa. Loher GbR,"Rübezahlstraße 42, 81739 München, Germany",5,9,+49 89 604330,N/A,Motorcycle repair shop,N/A,48.0801331,11.672987299999999,ChIJJYPDnPngnUcRNAGfHVJOBak,2025-10-25T02:56:57.946914
"Munich, Germany",Auto-Moto Markovic e. K.,"Schwarzenbacher Str. 24, 81549 München, Germany",4.7,145,+49 1577 1473180,N/A,Auto repair shop,Closed ⋅ Opens 8 AM,48.095265,11.6052153,ChIJA-HOUMjYnUcRV5nWhNc1FEI,2025-10-25T02:56:57.946917
"Munich, Germany",Motorcycle Wimmer and Merkel GmbH,"Landsberger Str. 234, 80687 München, Germany",4.6,646,+49 89 5005920,https://www.motorrad-wimmer-merkel.de/,Motorcycle dealer,Closed ⋅ Opens 9 AM,48.1425402,11.5109151,ChIJ3_fNlafYnUcRNFMjDhzTGE8,2025-10-25T02:56:57.946920
"Munich, Germany",Restless GmbH,"Albert-Roßhaupter-Straße 136, 81369 München, Germany",4.4,88,+49 89 7608703,https://shop.restless.de/,Motorcycle shop,Closed ⋅ Opens 11 AM,48.1141858,11.5202055,ChIJVQX5DcTYnUcR8-21dNoAffg,2025-10-25T02:56:57.946923
"Munich, Germany",Motorrad Leibrock,"Pflaumstraße 14, 80995 München, Germany",4.8,87,+49 179 6656622,N/A,Motorcycle dealer,Closed ⋅ Opens 10 AM,48.2181676,11.528597099999999,ChIJm7OHnCp3nkcRezoSFaU4GjY,2025-10-25T02:56:57.946926
"Munich, Germany",Roller & Motorrad Merkel,"Ständlerstraße 35, 81549 München, Germany",4.4,123,+49 89 68094200,https://www.rollermotorradmerkel.de/,Motorcycle repair shop,Closed ⋅ Opens 9 AM,48.1039998,11.6020141,ChIJvYr427rfnUcRPwVxwo1Vdzo,2025-10-25T02:56:58.565294
"Munich, Germany",Tommy Wagner GmbH motorcycle and motorcycle World GmbH,"Lochhamer Schlag 13, 82166 Gräfelfing, Germany",4.7,488,+49 89 8980070,https://www.tommy-wagner.com/,Motorcycle repair shop,Closed ⋅ Opens 9 AM,48.1219858,11.451799999999999,ChIJDXvspzzYnUcR4Nrjx6Oozz8,2025-10-25T02:56:58.565296
"Munich, Germany",Markus Pfeiffer,"St.-Ulrich-Platz 3, 85630 Grasbrunn, Germany",4.9,51,+49 89 46148996,http://www.mp-bikes.de/,Car repair and maintenance service,Closed ⋅ Opens 8:30 AM Mon,48.07901,11.74461,ChIJm0K2-izinUcRc0aZeXTK6sE,2025-10-25T02:56:58.565297
"Munich, Germany",Einfahrt Werkstatt TRIUMPH Motorrad München,"Am Ausbesserungswerk 8, 80939 München, Germany",N/A,0,N/A,N/A,Motorcycle repair shop,N/A,48.1961565,11.6068078,ChIJ78DjWQB1nkcR9ajW_TiT6KI,2025-10-25T02:56:58.565299
"Munich, Germany",Zweiradgarage München,"Laubenweg 1, 82061 Neuried, Germany",5,1,N/A,N/A,Parking lot for motorcycles,N/A,48.0895127,11.4534761,ChIJn4AeJx_ZnUcRHy9jSjnk5ws,2025-10-25T02:56:58.565300
"Munich, Germany",Triumph München,"Am Ausbesserungswerk 8, 80939 München, Germany",4.8,113,+49 89 125036478,https://www.triumphmuenchen.de/de,Motorcycle repair shop,Closed ⋅ Opens 9 AM,48.1965066,11.6079596,ChIJo1oJ5kd1nkcRKZBOxZsQCro,2025-10-25T02:56:58.565302
"Munich, Germany",Automotive Messtechnik GmbH,"Brunhamstraße 21, 81249 München, Germany",4.8,371,+49 89 88999999,https://kfzmesstechnik.de/,Motorcycle repair shop,Closed ⋅ Opens 8 AM Mon,48.140367999999995,11.425996,ChIJhe0GguXXnUcRDTRmaWEQA7Y,2025-10-25T02:56:58.565303
"Munich, Germany",HONDA - Motostar München W. Wegmann GmbH,"Bognerhofweg 14, 81825 München, Germany",4.6,225,+49 89 42019823,http://www.honda-motostar-muenchen.com/,Motorcycle dealer,Closed ⋅ Opens 9 AM,48.1238135,11.6706799,ChIJMz-QMx7gnUcRgYDLvMGRLOM,2025-10-25T02:56:58.565304
"Munich, Germany",VESPARIA MUNICH Alexander Beier,"Planegger Str. 121, 81241 München, Germany",4.7,132,+49 89 852247,http://vesparia-muenchen.de/,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,48.1349624,11.4528211,ChIJw5SniijYnUcRH9Laxch-xvI,2025-10-25T02:56:58.565305
"Munich, Germany",Touratech München,"Auf den Schrederwiesen 30, 80995 München, Germany",4.3,147,+49 89 46135830,https://www.touratech-muenchen.de/,Motorcycle parts store,Closed ⋅ Opens 9:30 AM,48.2018862,11.4952153,ChIJV78wsmp3nkcRPPFNU2_2Ts8,2025-10-25T02:56:58.565306
"Munich, Germany",BMW Motorrad Zentrum München,"Frankfurter Ring 29, 80807 München, Germany",4.5,1306,+49 89 3535180,https://www.bmw-motorrad.de/muenchen/de/home.html,Motorcycle repair shop,Closed ⋅ Opens 10 AM,48.187847299999994,11.5720391,ChIJv7KWqSd0nkcRdh4fXYyxjiw,2025-10-25T02:56:58.565308
"Munich, Germany",Hartl Racing,"Rathausstraße 20, 85640 Putzbrunn, Germany",5,23,+49 89 45678653,https://www.hartl-racing.de/,Motorcycle parts store,Closed ⋅ Opens 8 AM,48.073371099999996,11.7167199,ChIJT_T1H3HhnUcRNK1w8mII43Q,2025-10-25T02:56:58.565309
"Munich, Germany",Rollerzentrale München,"Anglerstraße 12, 80339 München, Germany",4.7,182,+49 89 5028843,http://www.rollerzentrale.de/,Scooter repair shop,Closed ⋅ Opens 11 AM Mon,48.1333726,11.535323,ChIJvaKbSa_YnUcRvhEGOgITGWs,2025-10-25T02:56:58.565310
"Munich, Germany",DWM Motorradhandel GmbH,"Landsberger Str. 406, 81241 München, Germany",4.7,477,+49 89 89827700,http://www.ducati-muc.de/,Motorcycle dealer,Closed ⋅ Opens 10 AM,48.1453516,11.4808819,ChIJk6kTlNh3nkcRaM1jIr-PXHY,2025-10-25T02:56:58.565311
"Munich, Germany",AKS Reifendienst & Reifenservice,"Ramersdorfer Str. 8A, 81669 München, Germany",4.7,428,+49 89 6891873,http://www.aks-reifendienst.de/,Car repair and maintenance service,Closed ⋅ Opens 9 AM,48.1141309,11.6163674,ChIJ30C46pTfnUcR3pIPB_bZ0bM,2025-10-25T02:56:58.565314
"Munich, Germany",Die Motorradwerkstatt,"Eduard-Buchner-Straße 26, 85662 Hohenbrunn, Germany",4.5,33,+49 8102 748808,https://www.dmw-gringel.de/,Motorcycle repair shop,Closed ⋅ Opens 2 PM Mon,48.038935599999995,11.717350099999999,ChIJR-FluarmnUcR6w8lmS9KHng,2025-10-25T02:56:58.565315
"Munich, Germany",REIFENDOC MÜNCHEN Reparaturen und Service für KFZ und Motorräder,"Hans-Grässel-Weg 2, 81375 München, Germany",4.9,149,+49 89 7140601,https://www.reifendoc-muenchen.de/,Tire shop,Closed ⋅ Opens 9 AM Mon,48.1132955,11.5018417,ChIJeRzLxIzZnUcRy54_fP2B8Oc,2025-10-25T02:56:58.565318
"Munich, Germany",GTÜ KFZ-Prüfstelle München-Allach,"Eversbuschstraße 204, 80999 München, Germany",4.3,87,+49 89 81889336,http://www.gtue-muenchen-allach.de/,Car inspection station,Closed ⋅ Opens 9:30 AM Mon,48.203433499999996,11.4584914,ChIJdbtJytx5nkcRHSqO0KVX_io,2025-10-25T02:56:58.565320
"Hamburg, Germany",Motorbike Factory,"Eiffestraße 464, 20537 Hamburg, Germany",4.3,110,+49 40 24195828,http://www.motorbike-factory-shop.de/,Motorcycle repair shop,Closed ⋅ Opens 10 AM,53.5520831,10.048216499999999,ChIJAd5KXZiOsUcRvZkow62V7Fw,2025-10-25T02:57:01.189875
"Hamburg, Germany",Motorcycle Service Altona,"Leonore-Mau-Weg 2, 22763 Hamburg, Germany",4.5,318,+49 40 8508927,http://www.msaltona.de/,Motorcycle repair shop,Closed ⋅ Opens 10 AM Mon,53.5592318,9.9154958,ChIJfU-e95KFsUcRYmt9gIkHoWQ,2025-10-25T02:57:01.189893
"Hamburg, Germany",Schwalbendoktor,"Niekampsweg 2, 22523 Hamburg, Germany",4.1,37,+49 160 8404869,https://www.schwalbendoktor.de/,Motorcycle repair shop,N/A,53.6062503,9.8988725,ChIJL12QQxuGsUcR5vqLVkfL6nM,2025-10-25T02:57:01.189897
"Hamburg, Germany",Bikehouse-Motorcycles,"Ochsenwerder Norderdeich 113, 21037 Hamburg, Germany",4.7,43,+49 175 1116181,http://www.bikehouse-motorcycles.de/,Motorcycle repair shop,N/A,53.4751993,10.1022071,ChIJ50KRbmSMsUcRL1q7-UNR7dA,2025-10-25T02:57:01.189900
"Hamburg, Germany",Vspas&Roller Garage,"Sorthmannweg 22, 22529 Hamburg, Germany",5,1,N/A,N/A,Motorcycle repair shop,N/A,53.583773799999996,9.9528164,ChIJuWbdJwCJsUcRmqJZNlbsCHw,2025-10-25T02:57:01.189903
"Hamburg, Germany",Flying Classics GmbH,"Theodorstraße 41i, 22761 Hamburg, Germany",4.6,109,+49 40 64566570,http://www.flyingclassics.de/,Motorcycle repair shop,Closed ⋅ Opens 10 AM Mon,53.5714045,9.894065399999999,ChIJETrV5MuFsUcRsWI8kMofmGg,2025-10-25T02:57:01.189906
"Hamburg, Germany",Kraftrad Service Frank Volkhausen,"Von-Sauer-Straße 9, 22761 Hamburg, Germany",5,13,N/A,N/A,Motorcycle repair shop,N/A,53.564695199999996,9.909023399999999,ChIJS4EnFWeFsUcR_8lK8UMfO1w,2025-10-25T02:57:01.189910
"Hamburg, Germany",Motorrad Service Zempel GmbH,"Bargteheider Str. 16, 22143 Hamburg, Germany",4.4,128,+49 40 34861031,https://www.motorradservice-zempel.de/,Motorcycle repair shop,Closed ⋅ Opens 9 AM,53.598252699999996,10.142374799999999,ChIJwWCW-AiLsUcRAVC4WSd8PjA,2025-10-25T02:57:01.189913
"Hamburg, Germany",Motorrad Graf,"Luruper Hauptstraße 22, 22547 Hamburg, Germany",4.4,71,+49 40 396769,http://www.motorrad-graf.de/,Motorcycle repair shop,Closed ⋅ Opens 10 AM,53.5823008,9.882584099999999,ChIJ9Xn3KyyEsUcR9LstCxN5KNw,2025-10-25T02:57:01.189916
"Hamburg, Germany",Motorradtechnik Schlupp UG,"Schützenstraße 107, 22761 Hamburg, Germany",3.9,58,+49 40 63651984,http://www.motorradschlupp.com/,Motorcycle repair shop,Closed ⋅ Opens 10 AM,53.568843799999996,9.9266481,ChIJIUWE2-2FsUcRf9LYPYqEnU0,2025-10-25T02:57:01.189918
"Hamburg, Germany",MS Custom Parts Ltd.,"Ahrensburger Str. 128, 22045 Hamburg, Germany",3.8,12,+49 40 6011716,http://www.ms-custom-parts.de/,Motorcycle repair shop,Closed ⋅ Opens 10 AM Tue,53.5810555,10.1049425,ChIJjcbKd42LsUcRBNrt9gVaswQ,2025-10-25T02:57:01.189921
"Hamburg, Germany",Michael Kühl Moto-Differenza,"Bahrenfelder Chaussee 140, 22761 Hamburg, Germany",4.2,52,+49 40 6521036,http://www.moto-differenza.de/,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,53.569986699999994,9.9012665,ChIJfVL4eZKFsUcR2wc7D8cS6x4,2025-10-25T02:57:01.189923
"Hamburg, Germany",Hamburg Motorcycle,"Bramfelder Ch 10/389 / 3, 22177 Hamburg, Germany",4.2,82,+49 40 75360120,http://www.hamburg-motorcycle.de/,Motorcycle dealer,Closed ⋅ Opens 10 AM,53.5939396,10.0598733,ChIJVTum2UKJsUcRUFp-fLk8HhY,2025-10-25T02:57:01.189926
